Question,Solution
"Call a set of positive integers good if there is a partition of it into two sets $S$ and $T$, such that there do not exist three elements $a, b, c \in S$ such that $ab = c$ and such that there do not exist three elements $a, b, c \in T$ such that $ab = c$ ($a$ and $b$ need not be distinct). Find the smallest positive integer $n$ such that the set $\{2, 3, 4, ..., n\}$ is not good.","65536. First, we claim that the set $\{2, 4, 8, 256, 65536\}$ is not good. Assume the contrary and say $2 \in S$. Then since $2^2 = 4$, we have $4 \in T$. And since $4^2 = 16$, we have $16 \in S$. Then since $16^2 = 256$, we have $256 \in T$. Then since $256^2 = 65536$, we have $65536 \in S$. Now, note that we cannot place 8 in either S or T, contradiction. Hence $n \le 65536$. And the partition $S = \{2, 3\} \cup \{256, 257, ..., 65535\}$ and $T = \{4, 5, ..., 255\}$ shows that $n \ge 65536$. Therefore $n = 65536$."
"Kelvin the Frog is trying to hop across a river. The river has 10 lilypads on it, and he must hop on them in a specific order (the order is unknown to Kelvin). If Kelvin hops to the wrong lilypad at any point, he will be thrown back to the wrong side of the river and will have to start over. Assuming Kelvin is infinitely intelligent, what is the minimum number of hops he will need to guarantee reaching the other side?","176. Kelvin needs (at most) $i(10-i)$ hops to determine the $i$th lilypad he should jump to, then an additional 11 hops to actually get across the river. Thus he requires $\sum_{i=1}^{10} i(10 - i) + 11 = 176$ hops to guarantee success."
Let ABCD be a convex quadrilateral whose diagonals AC and BD meet at P. Let the area of triangle APB be 24 and let the area of triangle CPD be 25. What is the minimum possible area of quadrilateral ABCD?,Note that $\angle APB = 180^\circ - \angle BPC = \angle CPD = 180^\circ - \angle DPA$ so $4[BPC][DPA] = (PB \cdot PC \cdot \sin BPC)(PD \cdot PA \cdot \sin DPA) = (PA \cdot PB \cdot \sin APB)(PC \cdot PD \cdot \sin CPD) = 4[APB][CPD] = 2400 \implies [BPC][DPA] = 600$. Hence by AM-GM we have that $[BPC] + [DPA] \ge 2\sqrt{[BPC][DPA]} = 20\sqrt{6}$ so the minimum area of quadrilateral ABCD is $49 + 20\sqrt{6}$.
"Find any quadruple of positive integers $(a, b, c, d)$ satisfying $a^3 + b^4 + c^5 = d^{11}$ and $abc < 105$.","$(a, b, c, d) = (128, 32, 16, 4)$ or $(a, b, c, d) = (160, 16, 8, 4)$. It’s easy to guess that there are solutions such that $a, b, c, d$ are in the form of $nx$, where $n$ is a rather small number. After a few attempts, we can see that we obtain simple equations when $n = 2$ or $n = 3$: for $n = 2$, the equation becomes in the form of $2^t + 2^t + 2^{t+1} = 2^{t+2}$ for some non-negative integer $t$; for $n = 3$, the equation becomes in the form of $3^t + 3^t + 3^t = 3^{t+1}$ for some non-negative integer $t$. In the first case, we hope that $t$ is a multiple of two of 3, 4, 5, that $t + 1$ is a multiple of the last one, and that $t + 2$ is a multiple of 11. Therefore, $t \equiv 15, 20, 24 \pmod{60}$ and $t \equiv 9 \pmod{11}$. It’s easy to check that the only solution that satisfies the given inequality is the solution with $t = 20$, and $(a, b, c, d) = (128, 32, 16, 4)$. In the case where $n = 3$, we must have that $t$ is a multiple of 60, which obviously doesn’t satisfy the inequality restriction. Remark: By programming, we find that the only two solutions are $(a, b, c, d) = (128, 32, 16, 4)$ and $(a, b, c, d) = (160, 16, 8, 4)$, with the the former being the intended solution."
"Find the number of triples $(a, b, c)$ of positive integers such that $a + ab + abc = 11$.","We can write $a + ab + abc = a(1 + b + bc)$. Since 11 is prime, $a = 11$ or $a = 1$. But since $b, c$ are both positive integers, we cannot have $a = 11$, and so $a = 1$. Then $1 + b + bc = 11 \implies b + bc = 10 \implies b(c + 1) = 10$, and since $c$ is a positive integer, only $b = 1, 2, 5$ are possible. This gives the 3 triples $(a, b, c) = (1, 1, 9), (1, 2, 4), (1, 5, 1)$. Therefore, there are $\boxed{3}$ such triples."
"Let $a$ and $b$ be real numbers randomly (and independently) chosen from the range $[0, 1]$. Find the probability that $a, b$ and 1 form the side lengths of an obtuse triangle.","We require $a + b > 1$ and $a^2 + b^2 < 1$. Geometrically, this is the area enclosed in the quarter-circle centered at the origin with radius 1, not including the area enclosed by $a + b < 1$ (an isosceles right triangle with side length 1). The area of the quarter-circle is $\frac{\pi}{4}$, and the area of the triangle is $\frac{1}{2}$.  Therefore, our desired probability is $\frac{\frac{\pi}{4} - \frac{1}{2}}{\frac{1}{4}} = \frac{\pi - 2}{4}$.  The probability is $\boxed{\frac{\pi - 2}{4}}$."
"Neo has an infinite supply of red pills and blue pills. When he takes a red pill, his weight will double, and when he takes a blue pill, he will lose one pound. If Neo originally weighs one pound, what is the minimum number of pills he must take to make his weight 2015 pounds?","Suppose instead Neo started at a weight of 2015 pounds, instead had green pills, which halve his weight, and purple pills, which increase his weight by a pound, and he wished to reduce his weight to one pound.  It is clear that, if Neo were able to find such a sequence of pills in the case where he goes from 2015 pounds to 1 pound, he can perform the sequence in reverse (replacing green pills with red pills and purple pills with blue pills) to achieve the desired weight, so this problem is equivalent to the original. The optimal sequence is to take a purple pill when his weight is odd, and a green pill when his weight is even. His weight thus becomes $2015 \to 2016 \to 1008 \to 504 \to 252 \to 126 \to 63 \to 64 \to 32 \to 16 \to 8 \to 4 \to 2 \to 1$ which requires a total of 13 pills. Reversing this sequence solves the original problem directly. The minimum number of pills is $\boxed{13}$."
"Chords AB and CD of a circle are perpendicular and intersect at a point P. If AP = 6, BP = 12, and CD = 22, find the area of the circle.","Let O be the center of the circle and let M be the midpoint of segment AB and let N be the midpoint of segment CD. Since quadrilateral OMPN is a rectangle we have that ON = MP = AM - AP = 3 so $ON^2 + NC^2 = OC^2$, thus $OC^2 = 3^2 + 11^2 = 130$. Hence the radius is $\sqrt{130}$, and the area is $\boxed{130\pi}$."
"Let S be a subset of the set $\{1, 2, 3, \dots, 2015\}$ such that for any two elements $a, b \in S$, the difference $a - b$ does not divide the sum $a + b$. Find the maximum possible size of S.","From each of the sets $\{1, 2, 3\}, \{4, 5, 6\}, \{7, 8, 9\}, \dots$ at most 1 element can be in S. This leads to an upper bound of $\left\lfloor \frac{2015}{3} \right\rfloor = 671$. We can obtain this with the set $\{1, 4, 7, \dots, 2014\}$.  The maximum possible size of S is $\boxed{672}$."
Consider all functions $f : \mathbb{Z} \to \mathbb{Z}$ satisfying $f(f(x) + 2x + 20) = 15$. Call an integer $n$ good if $f(n)$ can take any integer value. Find the sum of all good integers $x$.,"For almost all integers $x$, $f(x) \neq -x - 20$. If $f(x) = -x - 20$, then $f(-x - 20 + 2x + 20) = 15 \implies -x - 20 = 15 \implies x = -35$. Now it suffices to prove that $f(-35)$ can take any value. $f(-35) = 15$ in the function $f(x) \equiv 15$. Otherwise, set $f(-35) = c$, and $f(x) = 15$ for all other $x$. It is easy to check that these functions all work. The sum of all good integers is $\boxed{-35}$."
"Let $\triangle ABC$ be a right triangle with right angle C. Let I be the incenter of ABC, and let M lie on AC and N on BC, respectively, such that M, I, N are collinear and MN is parallel to AB. If AB = 36 and the perimeter of $\triangle CMN$ is 48, find the area of $\triangle ABC$.","Note that $\angle MIA = \angle BAI = \angle CAI$, so $MI = MA$. Similarly, $NI = NB$. As a result, $CM + MN + NC = CM + MI + NI + NC = CM + MA + NB + NC = AC + BC = 48$. Furthermore, $AC^2 + BC^2 = 36^2$. As a result, we have $AC^2 + 2AC \cdot BC + BC^2 = 48^2$, so $2AC \cdot BC = 48^2 - 36^2 = 12 \cdot 84$, and so $AC \cdot BC = 252$. The area of $\triangle ABC$ is $\boxed{252}$."
"Let ABCD be a quadrilateral with an inscribed circle $\omega$ that has center I. If IA = 5, IB = 7, IC = 4, ID = 9, find the value of $\frac{AB}{CD}$.","The I-altitudes of triangles AIB and CID are both equal to the radius of $\omega$, hence have equal length. Therefore $[AIB] = \frac{1}{2} AB \cdot r$ and $[CID] = \frac{1}{2} CD \cdot r$, so $\frac{[AIB]}{[CID]} = \frac{AB}{CD}$. Also note that $[AIB] = IA \cdot IB \cdot \sin(\angle AIB)$ and $[CID] = IC \cdot ID \cdot \sin(\angle CID)$, but since lines IA, IB, IC, ID bisect angles $\angle DAB, \angle ABC, \angle BCD, \angle CDA$ respectively we have that $\angle AIB + \angle CID = 180^\circ$. So, $\sin(\angle AIB) = \sin(\angle CID)$. Therefore $\frac{[AIB]}{[CID]} = \frac{IA \cdot IB}{IC \cdot ID}$. Hence $\frac{AB}{CD} = \frac{IA \cdot IB}{IC \cdot ID} = \frac{5 \cdot 7}{4 \cdot 9} = \frac{35}{36}$. The value is $\boxed{\frac{35}{36}}$."
"Rosencrantz plays $n \le 2015$ games of question, and ends up with a win rate of $k$. Guildenstern has also played several games, and has a win rate less than $k$. He realizes that if, after playing some more games, his win rate becomes higher than $k$, then there must have been some point in time when Rosencrantz and Guildenstern had the exact same win-rate. Find the product of all possible values of k.","Write $k = \frac{m}{n}$ for relatively prime integers $m, n$. For the property not to hold, there must exist integers $a, b$ for which $\frac{a}{b} < \frac{m}{n} < \frac{a+1}{b+1}$. If $n - m = 1$, then the property holds. If $n - m \neq 1$, then the property does not hold. As a result, the only possible k are those in the form $\frac{n}{n+1}$.  Therefore, $k \in \{\frac{1}{2}, \frac{2}{3}, \dots, \frac{2014}{2015}\}$, the product of which is $\frac{1}{2015}$. The product is $\boxed{\frac{1}{2015}}$."
The three sides of a right triangle form a geometric sequence. Determine the ratio of the length of the hypotenuse to the length of the shorter leg.,"Let the shorter leg have length $\ell$, and the common ratio of the geometric sequence be $r > 1$. Then the length of the other leg is $\ell r$, and the length of the hypotenuse is $\ell r^2$. Hence, $\ell^2 + (\ell r)^2 = (\ell r^2)^2 \implies \ell^2(r^2 + 1) = \ell^2 r^4 \implies r^2 + 1 = r^4$. Hence, $r^4 - r^2 - 1 = 0$, and therefore $r^2 = \frac{1 \pm \sqrt{5}}{2}$. As $r > 1$, we have $r^2 = \frac{1 + \sqrt{5}}{2}$, completing the problem as the ratio of the hypotenuse to the shorter side is $\frac{\ell r^2}{\ell} = r^2 = \frac{1 + \sqrt{5}}{2}$."
"Eric is taking a biology class. His problem sets are worth 100 points in total, his three midterms are worth 100 points each, and his final is worth 300 points. If he gets a perfect score on his problem sets and scores 60%, 70%, and 80% on his midterms respectively, what is the minimum possible percentage he can get on his final to ensure a passing grade? (Eric passes if and only if his overall percentage is at least 70%).","We see there are a total of $100 + 3 \times 100 + 300 = 700$ points, and he needs 70% $\times 700 = 490$ of them. He has $100 + 60 + 70 + 80 = 310$ points before the final, so he needs 180 points out of 300 on the final, which is 60%."
"James writes down three integers. Alex picks some two of those integers, takes the average of them, and adds the result to the third integer. If the possible final results Alex could get are 42, 13, and 37, what are the three integers James originally chose?","Let $x, y, z$ be the integers. We have $\frac{x + y}{2} + z = 42$, $\frac{y + z}{2} + x = 13$, $\frac{x + z}{2} + y = 37$. Adding these three equations yields $2(x + y + z) = 92$, so $x + y + z = 46$. Then $x + y = 84 - 2z$, $y + z = 26 - 2x$, $x + z = 74 - 2y$. Subtracting $x + y + z = 46$ from each gives $x = 38 - 3z$, $y = 26 - 3x$, $z = 28 - 3y$. Then $x = 38 - 3(28 - 3y) = 38 - 84 + 9y = 9y - 46$, so $x = -20$ and $y = 28$. Similarly, $x + y + z = 46$ gives $z = 38$"
Let AB be a segment of length 2 with midpoint M. Consider the circle with center O and radius r that is externally tangent to the circles with diameters AM and BM and internally tangent to the circle with diameter AB. Determine the value of r.,"Let X be the midpoint of segment AM. Note that $OM \perp MX$ and that $MX = \frac{1}{2}$ and $OM = 1 - r$. Therefore by the Pythagorean theorem, we have $OM^2 + MX^2 = OX^2 \implies (1 - r)^2 + (\frac{1}{2})^2 = (\frac{1}{2} + r)^2$, which we can easily solve to find that $r = \frac{1}{3}$."
Let n be the smallest positive integer with exactly 2015 positive factors. What is the sum of the (not necessarily distinct) prime factors of n?,"Note that $2015 = 5 \times 13 \times 31$ and that $N = 2^{30} \cdot 3^{12} \cdot 5^4$ has exactly 2015 positive factors. We claim this is the smallest such integer. Note that $N < 2^{66}$. If $n$ has 3 distinct prime factors, it must be of the form $p^{30}q^{12}r^4$ for some primes $p, q, r$, so $n \ge 2^{30} \cdot 3^{12} \cdot 5^4$. If $n$ has 2 distinct prime factors, it must be of the form $p^eq^f$ where $(e + 1)(f + 1) = 2015$. It is easy to see that this means $e + f > 66$ so $n > 2^{66} > N$. If $n$ has only 1 prime factor, we have $n \ge 2^{2014} > N$. So $N$ is the smallest such integer, and the sum of its prime factors is $2 \cdot 30 + 3 \cdot 12 + 5 \cdot 4 = 116$."
"For how many pairs of nonzero integers $(c, d)$ with $-2015 \le c, d \le 2015$ do the equations $cx = d$ and $dx = c$ both have an integer solution?","We need both $c/d$ and $d/c$ to be integers, which is equivalent to $|c| = |d|$, or $d = \pm c$. So there are 4030 ways to pick $c$ and 2 ways to pick $d$, for a total of 8060 pairs."
Let a and b be positive real numbers. Determine the minimum possible value of $\sqrt{a^2 + b^2} + \sqrt{(a - 1)^2 + b^2} + \sqrt{a^2 + (b - 1)^2} + \sqrt{(a - 1)^2 + (b - 1)^2}$,"Let ABCD be a square with A = (0, 0), B = (1, 0), C = (1, 1), D = (0, 1), and P be a point in the same plane as ABCD. Then the desired expression is equivalent to AP + BP + CP + DP. By the triangle inequality, AP + CP $\ge$ AC and BP + DP $\ge$ BD, so the minimum possible value is AC + BD = $2\sqrt{2}$. This is achievable when $a = b = \frac{1}{\sqrt{2}}$, so we are done."
Two circles centered at $O_1$ and $O_2$ have radii 2 and 3 and are externally tangent at P. The common external tangent of the two circles intersects the line $O_1O_2$ at Q. What is the length of PQ?,"Let the common external tangent intersect the circles centered at $O_1, O_2$ at X, Y respectively. Then $\frac{O_2Q}{O_1Q} = \frac{3}{2}$. Since $O_1O_2 = 2 + 3 = 5$, $O_1Q = 10$ and hence $PQ = O_1Q + O_1P = 12$."
What is the smallest possible perimeter of a triangle whose side lengths are all squares of distinct positive integers?,"There exist a triangle with side lengths $4^2, 5^2, 6^2$, which has perimeter 77. If the sides have lengths $a^2, b^2, c^2$ with $0 < a < b < c$, then $a^2 + b^2 > c^2$ by the triangle inequality. Therefore $(b-1)^2 + b^2 \ge a^2 + b^2 > c^2 \ge (b+1)^2$. Solving this inequality gives $b > 4$. If $b \ge 6$, then $a^2 + b^2 + c^2 \ge 6^2 + 7^2 > 77$. If $b = 5$, then $c \ge 7$ is impossible, while $c = 6$ forces $a = 4$, which gives a perimeter of 77."
Complex number $\omega$ satisfies $\omega^5 = 2$. Find the sum of all possible values of $\omega^4 + \omega^3 + \omega^2 + \omega + 1$.,"The value of $\omega^4 + \omega^3 + \omega^2 + \omega + 1 = \frac{\omega^5 - 1}{\omega - 1} = \frac{1}{\omega - 1}$. The sum of these values is therefore the sum of $\frac{1}{\omega - 1}$ over the five roots $\omega$. Substituting $z = \omega - 1$, we have that $(z + 1)^5 = 2$, so $z^5 + 5z^4 + 10z^3 + 10z^2 + 5z - 1 = 0$. The sum of the reciprocals of the roots of this equation is $-\frac{5}{-1} = 5$ by Vieta’s."
